Ба ёд оваред намунаи имлову талаффузи шунидан-ро	به یاد آورید نمونۀ املا و تلفظ شنیدن را
Пештар ишора шуд ки дар дунёи диҷитоли имрӯз форсии Тоҷикистон ки ба хатти русӣ нивишта мешавад ба гарди нармафзорҳои форсӣ ҳам намерасад	پیشتر اشاره شد که در دنیای دیجیتالِ امروز فارسیِ تاجیکستان که به خط روسی نوشته می‌شود به گَرد نرم‌افزارهای فارسی هم نمی‌رسد
Аммо дар дунёи пешодиҷитол ва чопӣ ҳам ин тафовут беандоза маҳсус буду ҳаст	اما در دنیای پیشادیجیتال و چاپی هم این تفاوت بی‌اندازه محسوس بود و هست
Тоҷикистон бо ҷамъияти нисбатан андакаш наметавонад ҳамаи осори муҳимми ҷаҳонро ба хатти пириллик мунташир кунад	تاجیکستان با جمعیت نسبتاً اندکش نمی‌تواند همۀ آثار مهم جهان‌را به خط پیریلیک منتشر کند
Аммо бештари он осор ба забони мардуми Тоҷикистон дар дастрас ҳастанд агар ъаломати алифбои форсиро фаро бигиранд	اما بیشترِ آن آثار به زبان مردم تاجیکستان در دسترس هستند اگر علامت الفبای فارسی‌را فرا بگیرند
Шигарфу дарднок аст ки наводагони Рӯдакӣ дар сарзамине ки Одамуушуъароро ба дунё оварда ба далоиле комилан сиёсӣ наметавонанд осори ниёи худро ба хатти худи ӯ бихонанд ва танҳо ба осоре дастрасӣ доранд ки ба хатти русӣ мунташир шудааст	شگرف و دردناک است که نوادگان رودکی در سرزمینی که آدم‌الشعرا‌را به دنیا آورده به دلایلی کاملاً سیاسی نمی‌توانند آثار نیای خود‌را به خط خود او بخوانند و تنها به آثاری دسترسی دارند که به خط روسی منتشر شده است
Чунин аст ҳикояти ин роҳи паймуда	چنین است حکایت این راه پیموده
Худро ҳазор бори дигар ранг мекунанд	خود‌را هزار بار دگر رنگ می‌کنند
Бо сози сикка нағмаву оҳанг мекунанд	با ساز سکه نغمه و آهنگ می‌کنند
Ин луъбатакон масти навои ду-се пашиз	این لعبتکان مست نوای دو سه پشیز
Ҳам бо сару ҳам бо думи худ ҷанг мекунанд	هم با سر و هم با دم خود جنگ می‌کنند
Аз ин ки софу сода ба ҳарроҷ мераванд	از اینکه صاف و ساده به حراج می‌روند
Бадкораҳои шаҳр басе нанг мекунанд	بدکاره‌های شهر بسی ننگ می‌کنند
Бо пардадарӣ хирасарӣ нобародарӣ	با پرده‌دری خیره‌سری نابرادری
Номусу номи ҳам ҳадафи санг мекунанд	ناموس و نام هم هدف سنگ می‌کنند
Хушнуд онки сикка ба дастгоҳ рехта	خوشنود آنکه سکه به دستگاه ریخته
Шодию сӯр мардуми алданг мекунанд	شادی و سور مردم الدنگ می‌کنند
Боқӣ ҳама назорагари хаста аз ҷидол	باقی همه نظاره‌گر خسته از جدال
В-аз луъбатони хор ки дилтанг мекунанд	وز لعبتان خوار که دلتنگ می‌کنند
Таҳаммул кун Ватан имрӯз ҳам бо ту намемонем	تحمل کن وطن امروز هم با تو نمی‌مانیم
Ҳама маҷзуби осоиш ҳама маръуби Раҳмонем	همه مجذوب آسایش همه مرعوب رحمانیم
Ҳама оҳиста-оҳиста гушуда хандаи писта	همه آهسته آهسته گشوده خندۀ پسته
Равону рӯҳи вораста намехоҳем намедонем	روان و روح وارسته نمی‌خواهیم نمی‌دانیم
Агар фарёд одам буд дусад муште ба сар мезад	اگر فریاد آدم بود دوصد مشتی به سر می‌زد
Ки Аз зиндон раҳоям кун ки то фардо намеронем	که از زندان رهایم کن که تا فردا نمی‌رانیم
Таҳаммул кун Ватан чунки шикам дар раддаи болост	تحمل کن وطن چونکه شکم در ردّۀ بالاست
Балое рафта бар ту лек мо ҷамъи шикамбонем	بلایی رفته بر تو لیک ما جمعِ شکم‌بانیم
Шикан дар ишкане уфтоду мушкил дар дили мушкил	شکن در اشکنی افتاد و مشکل در دل مشکل
Даруни мушкилот аммо ба фикри роҳи осонем	درون مشکلات اما به فکر راه آسانیم
Шабехуне ба қалби бовари мо ворид оварда	شبیخونی به قلب باور ما وارد آورده
Хабар аз сарзаминам ки чу бесуфра яке нонем	خبر از سرزمینم که چو بی‌سفره یکی نانیم
Ба Шаҳнома қасам рӯҳи бузурги Тӯс озурдаст	به شهنامه قسم روح بزرگ توس آزرده‌ست
Шабеҳи Рустами дармонда рӯёрӯи як хонем	شبیه رستم درمانده رویاروی یک خوانیم
Таҳаммул кун Ватан чунки ғиреви муъминон болост	تحمل کن وطن چونکه غریو مؤمنان بالاست
Агарчи дар масири гум шудан аз нури имонем	اگرچه در مسیر گم شدن از نور ایمانیم
Чунон часпида бар дину диёнат ришамон то ноф	چنان چسپیده بر دین و دیانت ریش‌مان تا ناف
Чунон хуспида ки аз Морксу ришаш ҳам намехонем	چنان خسپیده که از مارکس و ریشش هم نمی‌خوانیم
Ҷаҳонро мактабе бе пайрави тоҷик нест лобуд	جهان‌را مکتبی بی پیرو تاجیک نیست لابد
Валекин дар макотиб ғолибан гунгу парешонем	ولیکن در مکاتب غالباً گُنگ و پریشانیم
На лоики ҷаҳонмеҳвар ки савдояш тасовӣ буд	نه لائیک جهان‌محور که سودایش تساوی بود
На бединему бемеҳроб на габру не мусалмонем	نه بی‌دینیم و بی‌محراب نه گبر و نی مسلمانیم
Ва гаҳ бо дидани ранҷе ки аз Заҳҳок ҳосил шуд	و گه با دیدن رنجی که از ضحاک حاصل شد
Ба ин андешаам ки мо чи мавҷудем	به این اندیشه‌ام که ما چه موجودیم
Инсонем	انسانیم
Таҳаммул кун Ватан имрӯз ҳам фардо шавад рӯзе	تحمل کن وطن امروز هم فردا شود روزی
Ва рӯзе гӯямат парвардаи аъмоқи виҷдонем	و روزی گویمت پروردۀ اعماق وجدانیم
На ин рӯзе ки бар мо сахт чун тонке гузар карда	نه این روزی که بر ما سخت چون تانکی گذر کرده
На рӯзи талхи дигарро саногӯему хоҳонем	نه روز تلح دیگر‌را ثناگوئیم و خواهانیم
Як рӯзи сиёҳи дигар аз ҷинси куруно	یک روز سیاه دیگر از جنس کرونا
Ҳамин чанд соъат пеш як дӯсти хубам аз Фархор даргузашт	همین چند ساعت پیش یک دوست خوبم در فرخار تاجیکستان درگذشت
Аз афсарони марзбонӣ буд	از افسران مرزبانی بود
Ҳамсараш мушкили кулия гурда дошт	همسرش مشکل کلیه داشت
Ҷӯёи ҳолаш шудем	جویای حالش شدیم
Гуфтанд ӯ пештар ҷон ба ҷонофарин супурда ҳамин се рӯз пеш	گفتند او پیشتر جان به جان‌آفرین سپرده؛ همین سه روز پیش
Ҳар ду ҳудуди сол доштанд	هر دو حدود سال داشتند
Ва ҳамин имрӯз шунидам ки дирӯз як ҳамсояи хубу хушномамон дар Душанбе даргузаштааст	و همین امروز شنیدم که دیروز یک همسایه خوب و خوشنام‌مان در دوشنبه درگذشته است
Хонуми бисёр меҳрубону дӯстдоштанӣ буд ки аз бачагӣ ӯро ба ёд доштам	خانم بسیار مهربان و دوست‌داشتنی بود که از بچگی او‌را به یاد داشتم
Парастори маҳалла буд	پرستار محله بود
сол дошт	سال داشت
Писараш дар Омрико ҳанӯз ба сангинии мусибате ки бар шонаҳояш фурӯ ғалтида бовар намекунад	پسرش در آمریکا هنوز به سنگینی مصیبتی که بر شانه‌هایش فرو غلطیده باور نمی‌کند
Ва бозгашташ ба Душанбе ҳам фоидае надорад	و بازگشتش به دوشنبه هم فائده‌ای ندارد
Пайкари модараш печида дар плостик бедиранг ба маҳалле номаълум бурда шуд	پیکر مادرش پیچیده در پلاستیک بی‌درنگ به محلی نامعلوم برده شد
Ду ҳамсояи деринасоли дигарамон дар Душанбе дар як сохтмони воҳид бистарианд бо нишонгони шадиди Шавҳари яке аз онҳо ки худ пизишк аст ҳудуди се ҳафта пеш аз Кувид даргузашт	دو همسایه دیرینه‌سال دیگرمان در دوشنبه در یک ساختمان واحد بستری‌اند؛ با نشانگان شدید شوهر یکی از آنها که خود پزشک است حدود سه هفته پیش از کووید درگذشت
Духтарашон дар Хуҷанд ҳам мубталост	دخترشان در خُجند هم مبتلاست
Имрӯз дар Фалғар ҳам яке аз хешовандони дурамон ба коми Кувид рафт	امروز در شهرستان فَلغَر هم یکی از خویشاوندان دورمان به کام کووید رفت
Яъне аз миёни ёрону ошноёни ман дар ҳамин ду рӯзи гузашта се тан бар асари ибтило ба ҷон додаанд	یعنی از میان یاران و آشنایان من در همین دو روز گذشته سه تن بر اثر ابتلا به جان داده‌اند
Аз Фейсбук мешавад хабари даргузашти нобаҳангоми даҳҳо тани дигар зарфи ду рӯзи гузаштаро хонд	از فیس‌بوک می‌شود خبر درگذشت نابهنگام ده‌ها تن دیگر ظرف دو روز گذشته‌را خواند
Аммо омори расмии Тоҷикистон ҳамчунон мегӯяд дар ду рӯзи ахир дар саросари кишвар танҳо тан бар асари ибтило ба ҷон додааст	اما آمار رسمی تاجیکستان همچنان می‌گوید در دو روز اخیر در سراسر کشور تنها یک تن بر اثر ابتلا به جان داده است
Ранг бину ҳол пурс	رنگ بین و حال پُرس
Аз ин ҷост ки Дориюши Бузурги Ҳахоманишӣ дар ниёшаш аз Аҳуромаздо хоста буд кишварашро аз хушксолӣ ҳамлаи душман ва дурӯғ нигаҳ дорад	از این‌جاست که داریوش بزرگ هخامنشی در نیاشش از اهورامزدا خواسته بود کشورش‌را از خشک‌سالی حمله دشمن و دروغ نگه دارد
Дурӯғ модари балоёи дигар аст	دروغ مادر بلایای دیگر است
Ҳузни ҷаҳон нуҳуфта ба оҳи ману шумо	حزن جهان نهفته به آه من و شما
Шӯрест дар камини пагоҳи ману шумо	شوری است در کمین ‌پگاه من و شما
Андӯҳу хашм майсараву маймана шаванд	اندوه و خشم میسره و میمنه شوند
Озодагӣ - нақиби сипоҳи ману шумо	آزادگی نقیب سپاه من و شما
Озурдагӣ ки қофиласолори ҷангҳост	آزردگی که قافله‌سالار جنگ‌هاست
Сабт аст аз тариқи нигоҳи ману шумо	ثبت است از طریق نگاه من و شما
Безори ҷангу толиби сулҳам Худо гувоҳ	بیزار جنگ و طالب صلهم خدا گواه
Рӯзи масоф ашк гувоҳи ману шумо	روز مصاف اشک گواه من و شما
Эй осмон чи ҷои дурахшидани маҳ аст	ای آسمان چه جای درخشیدن مه است
Ҳоло ки нест ламъаи моҳи ману шумо	حالا که نیست لمعه ماه من و شما
Торихи мо ки рози бақои ману шумост	تاریخ ما که راز بقای من و شماست
Афсонае ба ҷурму гуноҳи ману шумо	افسانه‌ای به جرم و گناه من و شما
Мо бо шитоб - ъозими он рӯзи воқеъа	ما با شتاب عازم آن روز واقعه
Ӯ бо ъитоб - ъомили чоҳи ману шумо	او با عتاب عامل چاه من و شما
Гӯӣ Худо ба рағми ману мо нишастааст	گویی خدا به رغم من و ما نشسته است
Дар маърака фиканда кулоҳи ману шумо	در معرکه فکنده کلاه من و شما
Эй қавми беирода эй сояҳои дирӯз	ای قوم بی‌اراده ای سایه‌های دیروز
Чунед зери бори хории хонумонсӯз	چونید زیر بار خواری خانمان‌سوز
Аз хоки сахти мо ҷуз хори фано нарӯяд	از خاک سخت ما جز خار فنا نروید
Гунгему хобдида таъбири мо ки гӯяд	گنگیم و خواب‌دیده تعبیر ما که گوید
То чанд ъишқбозӣ бо дузди хонаи хеш	تا چند عشق‌بازی با دزد خانهٔ خویش
То кай намешиносӣ гурге ба ҷомаи меш	تا کی نمی‌شناسی گرگی به جامهٔ میش
Парвардигор гӯё чашме ба мо надода	پروردگار گویا چشمی به ما نداده
Ё чашмаи басират дур асту мо пиёда	یا چشمهٔ بصیرت دور است و ما پیاده
Шӯр аст оби тақдир аз дасти чанд бепир	شور است آب تقدیر از دست چند بی‌پیر
Рӯзам намак надорад аз нолаҳои шабгир	روزم نمک ندارد از ناله‌های شبگیر
Дар оташи ҷаҳаннам аммо ҳанӯз хомем	در آتش جهنم اما هنوز خامیم
Ошуфтаву парешон нуҳ милиюн имомем	آشفته و پریشان میلیون امامیم
Коме ки хӯ гирифта бо таъми талхи заҳре	کامی که خو گرفته با طعم تلخ زهری
Ширин намешиносад дар ҳеч барру баҳре	شیرین نمی‌شناسد در هیچ بر و بحری
Дунё ҳазор чархиш диду асар надорад	دنیا هزار چرخش دید و اثر ندارد
Бар тӯдае ки дардо гӯё ки сар надорад	بر توده‌ای که دردا گویا که سر ندارد
Дардам ҳазор Чоч аст бевар-ҳазор Балх аст	دردم هزار چاچ است بیورهزار بلخ است
Як каҳкашон Бухоро	یک کهکشان بخارا
Як осмон талх аст	یک آسمان تلخ است
Мунозира бо чомасарои арҷманд Рустами Ваҳҳоб пои фиристаи Сафват Бурҳонови гиромӣ таҳти ъунвони Тоҷикӣ ё порсӣ	مناظره با چامه‌سرای ارجمند رستم وهاب پای فرستۀ صفوت برهانف گرامی تحت عنوان تاجیکی یا پارسی
Тоҷикӣ ё порсӣ	تاجیکی یا پارسی
не балки тоҷикӣ ва порсӣ	نه بلکه تاجیکی و پارسی
манзур аз тоҷикӣ ва порсӣ чист	رستم وهاب منظور از تاجیکی و پارسی چیست
Беҳуда баҳсеро доғ кардаед ки фарҷоме надорад ҷуз дилозорӣ	بیهوده بحثی‌را داغ کرده‌اید که فرجامی ندارد جز دل‌آزاری
Ин мавзӯъи ҳалшуда аст	این موضوعِ حل‌شده است
Боз садҳо соли дигар ки умрашон дарозтар бод дар Тоҷикистон тоҷикӣ дар Афғонистон дарӣ ва дар Эрон форсӣ хоҳанд гуфт ва ин амр монеъи иштироки фарҳангию адабӣ нахоҳад шуд	باز صدها سال دیگر که عمرشان درازتر باد در تاجیکستان تاجیکی در افغانستان دری و در ایران فارسی خواهند گفت و این امر مانع اشتراک فرهنگی و ادبی نخواهد شد
Баҳсро беҳуда оғоз кардаанд чун дар ягонагии забони порсӣ шакке нест	بحث‌را بیهوده آغاز کرده‌اند چون در یگانگی زبان پارسی شکی نیست
Ба қавли Сафват хари кӯр ҳам медонад ки тоҷикӣ ҳамон порсӣ аст	به قول صفوت خر کور هم می‌داند که تاجیکی همان پارسی است
Аммо таъкиди Шумо бар тоҷикӣ ва порсӣ ба ҷои тоҷикӣ ё порсӣ оё бад-ин маъност ки Шумо ба афсонаи форсӣ ва тоҷикӣ ва дарӣ тан додаед ва инҳоро се забони муҷаззову мустақил медонед ва узуму ъинабу ангурро се чизи мухталиф мехонед	اما تاکیدی شما رستم وهاب بر تاجیکی و پارسی به جای تاجیکی یا پارسی آیا بدین معناست که شما به افسانۀ فارسی و تاجیکی و دری تن داده‌اید و اینها‌را سه زبان مجزا و مستقل می‌دانید و اوزوم و عنَب و انگور‌را سه چیز مختلف می‌خوانید
Маро то ҷон ба тан бошад ҳамон ангур хоҳам гуфт	مرا تا جان به تن باشد همان انگور خواهم گفت
В-агар дар зери дорам қиссаи Мансур хоҳам гуфт	وگر در زیر دارم قصۀ منصور خواهم گفت
Пас ангури Шумо агар тоҷикӣ аст порсӣ ва дариро узум ва ъинаб медонед ё на онҳоро чизҳое мутафовиту муҷаззо медонед	پس انگور شما اگر تاجیکی است پارسی و دری‌را اوزوم و عنب می‌دانید یا نه آنها‌را چیزهایی متفاوت و مجزا می‌دانید
Шумо як хӯша ангурро бардоред ва аз ҳар тоҷике аз пири садсола то тифли яксола бипурсед ки инро ба тоҷикӣ чӣ мегӯянд	شما یک خوشه انگور‌را بردارید و از هر تاجیکی از پیر صدساله تا طفل یک‌ساله بپرسید که این‌را به تاجیکی چه می‌گویند
Ӯ хоҳад гуфт ангур	او خواهد گفت انگور
Ва ин итмоми ҳуҷҷат аст	و این اتمام حجت است
Ва ҳамонро бибареду аз як донои қавм бипурсед мегӯяд инро мо ангур гӯему турк узум гӯяду ъараб ъинаб	و همان‌را ببرید و از یک دانای قوم بپرسید می‌گوید این‌را ما انگور گوییم و تـُـرک اوزوم گوید و عرب عنب
Оё Шумо ҳамаро яке медонед ё якеро сето	آیا شما همه‌را یکی می‌دانید یا یکی‌را سه‌تا
Ангур-аш барои ман нақд аст	انگورش برای من نقد است
Пас ниёзе намебинед ки бидонед ангур ҳамон узуму ъинаби дигарон аст	پس نیازی نمی‌بینید که بدانید انگور همان اوزوم و عنبِ دیگران است
Сирфан дар чорчӯби маҳалли худ меандешед ва фаротар аз он бароятон вуҷуд надорад	صرفاً در چارچوب محل خود می‌اندیشید و فراتر از آن برایتان وجود ندارد
Иттифоқан ангур-и ин достон ҳамон порсӣ аст чун дар сарзаминҳои мо аз асолати бештаре бархурдор аст	اتفاقاً انگور این داستان همان پارسی است چون در سرزمین‌های ما از اصالت بیشتری برخوردار است
Аммо бароям ҷолиб буд ки оё касоне ки тоҷикӣ ё порсӣ-ро ба шакли тоҷикӣ ва порсӣ ислоҳ мекунанд аз чи мантиқе бархурдоранд ва бар пояи чи усуле ъақлонӣ истидлол мекунанд	اما برایم جالب بود که آیا کسانی که تاجیکی یا پارسی‌را به شکل تاجیکی و پارسی اصلاح می‌کنند از چه منطقی برخوردارند و بر پایۀ چه اصولی عقلانی استدلال می‌کنند
Ҳамон гуна ки инҷо дар намунаи ангуру узуму ъинаб равшан шуд ҳеч истидлоли мантиқӣ дар бисоташон нест	همان گونه که این‌جا در نمونۀ انگور و اوزوم و عنب روشن شد هیچ استدلال منطقی در بساط‌شان نیست
Истидлол сирфан маҳаллӣ аст на ъилмию ъақлонӣ	استدلال صرفاً محلی است نه علمی و عقلانی
Зимнан маълум бод ки Тоҷикистон маҳал нест чун Эрону Афғонистон кишвар аст ва беш аз ин - Ватан аст	ضمناً معلوم باد که تاجیکستان محل نیست چون ایران و افغانستان کشور است و بیش از این وطن است
Гуфтем маҳал на маҳалла ки ба маънои гузар аст	گفتیم محل نه محله که به معنای گذر باشد
Ҳам кишвар ва ҳам Ватан маҳал яъне ҷое мушаххас аст	هم کشور و هم وطن محل یعنی جایی مشخص است
Аз ин рӯ мешавад гуфт тарзи диди шумо дар чорчӯби як маҳалли хосси сиёсӣ шакл гирифта ва дидгоҳатон сиёсию маҳаллӣ аст ва на як ҳақиқати ъилмию мантиқӣ	از این می‌شود گفت طرز دید شما در چارچوب یک محل خاص سیاسی شکل گرفته و دیدگاه‌تان سیاسی و محلی است و نه یک حقیقت علمی و منطقی
Рӯи ин ҳисоб Ватани Шумо ҳам сайёл ва тағйирпазир аст ба монанди ҳувийяти забонитон	روی این حساب وطن شما هم سیال و تغییرپذیر است؛ به مانند هویت زبانی‌تان
То дирӯз он Ватан паҳновартар буду Бухоро ном дошт бо шамшери сурх фақат кӯҳистонаш боқӣ монду Тоҷикистон шуд ва боқии он Ватан фаромӯш шуд	تا دیروز آن وطن پهناورتر بود و بخارا نام داشت؛ با شمشیر سرخ فقط کوهستانش باقی ماند و تاجیکستان شد و باقی آن وطن فراموش
Ва фардо ҳам дасти сиёсат метавонад он тасаввур аз Ватан ва ҳувийяти миллию забониро тағйир диҳад	و فردا هم دست سیاست می‌تواند آن تصور از وطن و هویت ملی و زبانی‌را تغییر دهد
Чиро	چرا
Зеро боди сиёсат ҳеч навъ пойдориро намешиносад ва тан додан ба боди сиёсат тамоми арзишҳои усулию бунёдинро ҳам савор бар бод мекунад	زیرا باد سیاست هیچ نوع پایداری نمی‌شناسد و تن دادن به باد سیاست تمام ارزش‌های اصولی و بنیادین‌را هم سوار بر باد می‌کند
Дар натиҷа мафҳуми Моми Меҳан ва забони модарӣ ҳам мутағайир мешавад	در نتیجه مفهوم مام میهن و زبان مادری هم متغیر می‌شود
Аммо ҳастанд касоне ки шамшери сиёсат ба қалбу зеҳнашон рахна накардааст ва арзишҳои миллишон пойдор аст ва забонашон ҳамон гуна ки пеш аз таҷовузи сурх буд порсӣ аст	اما هستند کسانی که شمشیر سیاست به قلب و ذهن‌شان رخنه نکرده و ارزش‌های ملی‌شان پایدار است و زبان‌شان همان‌گونه که پیش از تجاوز سرخ بود پارسی است
Ин даста аз афрод таҷовузнопазиранд	این دسته از افراد تجاوزناپذیرند
Мо Бухороро ҳам Тоҷикистон медонем чун аҳли он забони худро тоҷикӣ меноманд	ما بخارا‌را هم تاجیکستان می‌دانیم چون اهل آن زبان خود‌را تاجیکی می‌نامند
Ононе ки забони модарии худро дар Бухоро тоҷикӣ медонанд бисёр андак мондаанд	آنانی که زبان مادری خود‌را در بخارا تاجیکی می‌دانند بسیار اندک مانده‌اند
Бисёре аз онҳое ҳам ки порсӣ суҳбат мекунанд забони худро бухороӣ медонанд	بسیاری از آنهایی که پارسی صحبت می‌کنند زبان خود‌را بخارایی می‌دانند
Ин идомаи ҳамон равандест ки Шумо аз он ҳимоят мекунед	این ادامۀ همان روندی است که شما از آن حمایت می‌کنید
Вале манзури ман аз Бухоро фақат шаҳри кӯчаки Бухоро набуд балки кишваре паҳновар буд ки миёни се ҷумҳурии Шӯравӣ тақсим шуд	ولی منظور من از بخارا فقظ شهر کوچک بخارا نبود بلکه کشوری پهناور بود که میان سه جمهوری شوروی تقسیم شد
Ва агар ҳамзабонони Шумо танҳо касоне ҳастанд ки забони худро тоҷикӣ меноманд ҳеч як аз бузургони пешошӯравии мо ҳамзабони Шумо ба шумор намеояд	و اگر هم‌زبانان شما تنها کسانی هستند که زبان خود‌را تاجیکی می‌نامند هیچ یک از بزرگان پیشاشوروی ما هم‌زبان شما به شمار نمی‌آیند
Чун забони онҳо порсӣ буду ҳаст	چون زبان آنها پارسی بود و هست
Бо чунин маҳаке намешавад вориди баҳсе бад-ин ҷиддият шуд	با چنین محکی نمی‌شود وارد بحثی بدین جدیت شد
дарсади аҳли Бухоро худро тоҷик ва забони худро тоҷикӣ медонанд	درصد اهل بخارا خود‌را تاجیک و زبان خود‌را تاجیکی می‌دانند
Ҳеч омори расмӣ бо чунин диққате ки гуфтед вуҷуд надорад	هیچ آمار رسمی با چنین دقتی که گفتید وجود ندارد
Агар Шумо оморе мувассақ доред нишон бидиҳед	اگر شما آمار موثقی دارید نشان بدهید
Аммо воқеъияте ки тавсиф шуд аз мушоҳидот ва суханони худи мардуми шаҳри Бухоро буд	اما واقعیتی که توصیف شد از مشاهدات و سخنان خود مردم شهر بخارا بود
Арз хоҳад шуд	عرض خواهد شد
Омори расмӣ ъарз шудан надорад	آمار رسمی عرض شدن ندارد
Агар оморе расмӣ ҳаст бояд дар дастраси ъумум бошад ва мешавад пайвандашро дод	اگر آماری رسمی هست باید در دسترس عموم باشد و می‌شود پیوندش‌را داد
Оморе ки гуфта бошад имрӯза дарсади мардуми Бухоро худро тоҷик ва забони худро тоҷикӣ медонанд ба чашм нахурдааст	آماری که گفته باشد امروزه درصد مردم بخارا خود‌را تاجیک و زبان خود‌را تاجیکی می‌دانند به چشم نخورده است
Шумо бояд табиъати оморҳои расмиро хуб бидонед	شما باید طبیعت آمارهای رسمی‌را خوب بدانید
Дуруст аст	درست است
Дар ъайни ҳол мутаваҷҷеҳи ин нукта ҳам ҳастам ки намешавад бе ҳеч далели мувассақ як иддиъои омории дақиқро матраҳ кард	در عین حال متوجه این نکته هم هستم که نمی‌شود بی هیچ دلیل موثقی یک ادعای آماری دقیق‌را مطرح کرد
Донанд дигар ки узӯму истофил	دانند دگر که اوزوم و استافیل
Ангуру ъинаб бувад на қолею на қил	انگور و عنَب بود نه قالی و نه قیل
Асли даъво бар сари он як дирам аст	اصل دعوا بر سر آن یک درم است
Беҳуда машав ранҷа зи баҳри таъвил	بیهوده مشو رنجه ز بهر تاویل
Асли даъвои Шумо бар сари он як дирам аст ё баростӣ порсию дарию тоҷикиро се забони муҷаззо медонед	اصل دعوای شما بر سر آن یک درم است یا به‌راستی پارسی و دری و تاجیکی‌را سه زبان مجزا می‌دانید
Манзури мо асли ангур аст	منظور ما اصل انگور است
Пас ин як забонро се забони ҷудогона медонед	پس این یک زبان‌را سه زبان جداگانه می‌دانید
Мо ҳеч гоҳ чунин мавзӯъеро матраҳ накарда ва бод надодаем	ما هیچ‌گاه چنین موضوعی‌را مطرح نکرده و باد نداده‌ایم
Мо ба забони модарии худ ки тоҷикӣ ном дорад сухан мегӯему менависем	ما به زبان مادری خود که تاجیکی نام دارد سخن می‌گوییم و می‌نویسیم
Ҳар кӣ ин забонро ба ҳар унвоне бо забони худ муштарак медонад ва мепазирад дар баробари ӯ иноду инкор надорем	هر که این زبان‌را به هر عنوانی با زبان خود مشترک می‌داند و می‌پذیرد در برابر او عناد و انکاری نداریم
Яъне ба дигарон иҷоза медиҳед ки порсию дарию тоҷикиро як забон бидонанд аммо худатон ҳамчунон муътақидед ки тоҷикӣ аз порсию дарӣ ҷудост	یعنی به دیگران اجازه می‌دهید که پارسی و دری و تاجیکی‌را یک زبان بدانند اما خودتان همچنان معتقدید که تاجیکی از پارسی و دری جداست
Фикр намекунам посухи содаву сареҳ додан ба як чунин пурсиши содаву сареҳ ин ҳама печутоб дошта бошад	فکر نمی‌کنم پاسخ ساده و صریح دادن به یک چنین پرسش ساده و صریح این همه پیچ‌وتاب داشته باشد
Порсию тоҷикию дариро се забон медонед ё се номи як забон	پارسی و تاجیکی و دری‌را سه زبان می‌دانید یا سه نامِ یک زبان
Як забон	یک زبان
Аммо дареғо ки ахиран бо унвони меъёр ҳар уъҷубаеро мехоҳанд бар мо таҳмил кунанд ва аз он асли ягона ба маҷрои бегона бибаранд	اما دریغا که اخیراً با عنوان معیار هر اعجوبه‌ای‌را می‌خواهند بر ما تحمیل کنند و از آن اصل یگانه به مجرای بیگانه ببرند
Ин масъала дар Эрону Афғонистон ҳам равшан аст	این مسئله در ایران و افغانستان هم روشن است
Тоҷикӣ - яъне порсӣ ва дарии ноб	تاجیکی یعنی پارسی و دری ناب
Сипосгузорам	سپاسگزارم
Агар як забон аст пас ба ислоҳи тоҷикӣ ё порсӣ-и Сафват ба тоҷикӣ ва порсӣ ниёзе набуд	اگر یک زبان است پس به اصلاحِ تاجیکی یا پارسیِ صفوت به تاجیکی و پارسی نیازی نبود
Пас дар мавриди ягонагии забон ихтилофи дидгоҳе нест ки ъайни ҳамон бароянди достони ангур аст	پس در مورد یگانگی زبان اختلاف دیدگاهی نیست که عین همان برآیند داستان انگور است
Дар мавриди дахлу тасарруфот дар забон ҳам мешавад аз тариқи ниҳодҳои марбута мавзӯъро тарҳу баррасӣ кард агар ниёз ба ҳифзи забони меъёри воҳид дарк шуда бошад	در مورد دخل و تصرفات در زبان هم می‌شود از طریق نهادهای مربوطه موضوع‌را طرح و بررسی کرد اگر نیاز به حفظ زبان معیارِ واحد درک شده باشد
Бар сари номи забон аммо аз Рӯдакӣ гирифта то Аҳмади Дониш ва ҳатто Ъайнии пешошӯравӣ бо Шумо мухолифанд ва онро порсӣ медонистанд ки ба сифати дарӣ ҳам музайян шудааст	بر سر نام زبان اما از رودکی گرفته تا احمد دانش و حتی عینی پیشاشوروی با شما مخالفند و آن‌را پارسی می‌دانند که به صفت دری هم مزین شده است
Дигар ин ки забони порсии имрӯзи Тоҷикистон ки хостгоҳи ин забон буда дар низортарину бадтарин ҳолати мумкин қарор дорад ва аслану абадан дархури ҷойгоҳи порсии дарӣ нест	دیگر اینکه زبان پارسی امروز تاجیکستان که خاستگاه این زبان بوده در نزارترین و بدترین حالت ممکن قرار دارد و اصلاً و ابداً درخور جایگاه پارسی دری نیست
Агар истилоҳи устувори забони тоҷикӣ мавриди таҳоҷум қарор намегирифт ниёз ба чунин баҳсе ҳам ба миён намеомад	اگر اصطلاح استوار زبان تاجیکی مورد تهاجم قرار نمی‌گرفت نیاز به چنین بحثی هم به میان نمی‌آمد
Агар истилоҳи забони тоҷикӣ устувор буд ниёзе ба чунин баҳсҳо ҳам набуд	اگر اصطلاح زبان تاجیکی استوار بود نیازی به چنین بحث‌ها هم نبود
